NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP,SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP,,38,0.38797337,1.2794302,0.12974052,0.35749808,1,3907,"tags=32%, list=19%, signal=39%"
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12,,80,0.37010938,1.2787695,0.17227723,0.35813987,1,3731,"tags=38%, list=18%, signal=46%"
REACTOME_SARS_COV_INFECTIONS,REACTOME_SARS_COV_INFECTIONS,,415,0.27010816,1.2778192,0.11753372,0.35922354,1,5165,"tags=38%, list=25%, signal=50%"
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER,JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER,,40,0.37612903,1.2777387,0.16037735,0.35899696,1,4906,"tags=45%, list=24%, signal=59%"
BIOCARTA_FAS_PATHWAY,BIOCARTA_FAS_PATHWAY,,30,0.3903786,1.2775954,0.17125984,0.3588833,1,4375,"tags=43%, list=21%, signal=55%"
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP,VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP,,66,0.36573586,1.2762265,0.18,0.36056444,1,5539,"tags=47%, list=27%, signal=64%"
ROVERSI_GLIOMA_COPY_NUMBER_UP,ROVERSI_GLIOMA_COPY_NUMBER_UP,,100,0.33235326,1.2759333,0.17336152,0.3606144,1,3944,"tags=37%, list=19%, signal=46%"
KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS,KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS,,15,0.46991733,1.2756891,0.18371212,0.36061496,1,5965,"tags=67%, list=29%, signal=94%"
PID_EPHA2_FWD_PATHWAY,PID_EPHA2_FWD_PATHWAY,,19,0.40384474,1.2754484,0.18,0.3606092,1,4375,"tags=58%, list=21%, signal=74%"
VIETOR_IFRD1_TARGETS,VIETOR_IFRD1_TARGETS,,24,0.46590173,1.2747737,0.19222903,0.36130685,1,4104,"tags=38%, list=20%, signal=47%"
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS,BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS,,132,0.29827487,1.2742099,0.11685824,0.36182693,1,4192,"tags=31%, list=20%, signal=39%"
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,,146,0.306899,1.2737027,0.18236473,0.36222935,1,3944,"tags=37%, list=19%, signal=45%"
MARKS_HDAC_TARGETS_DN,MARKS_HDAC_TARGETS_DN,,15,0.44772372,1.2718301,0.18568665,0.36473608,1,1792,"tags=33%, list=9%, signal=36%"
PID_PRL_SIGNALING_EVENTS_PATHWAY,PID_PRL_SIGNALING_EVENTS_PATHWAY,,23,0.4335087,1.271754,0.19409283,0.36450973,1,4264,"tags=43%, list=21%, signal=55%"
NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON,NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON,,157,0.38336104,1.2713512,0.23298968,0.364756,1,5627,"tags=47%, list=27%, signal=64%"
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,,54,0.3686473,1.2709957,0.20196079,0.36494243,1,2225,"tags=30%, list=11%, signal=33%"
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1,VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1,,37,0.41268882,1.2698687,0.19753087,0.36629683,1,3541,"tags=38%, list=17%, signal=46%"
DAUER_STAT3_TARGETS_DN,DAUER_STAT3_TARGETS_DN,,48,0.49640363,1.2694716,0.27272728,0.36655948,1,5573,"tags=63%, list=27%, signal=86%"
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,,64,0.3342018,1.2687238,0.15322581,0.36732522,1,6502,"tags=52%, list=32%, signal=75%"
KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_OXIDATIVE_PHOSPHORYLATION,,116,0.46338227,1.2673484,0.2938856,0.3690215,1,6742,"tags=57%, list=33%, signal=84%"
VERRECCHIA_RESPONSE_TO_TGFB1_C5,VERRECCHIA_RESPONSE_TO_TGFB1_C5,,21,0.42772084,1.2669026,0.1865828,0.36935017,1,2543,"tags=38%, list=12%, signal=43%"
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,,38,0.36031577,1.2668332,0.1627451,0.3691079,1,4892,"tags=42%, list=24%, signal=55%"
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1,KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1,,16,0.41205558,1.2659346,0.17261904,0.37010267,1,2996,"tags=38%, list=15%, signal=44%"
REACTOME_MRNA_CAPPING,REACTOME_MRNA_CAPPING,,29,0.40921158,1.2654294,0.17777778,0.3705332,1,7120,"tags=59%, list=35%, signal=90%"
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,,39,0.5754612,1.265317,0.28656125,0.37035802,1,6432,"tags=74%, list=31%, signal=108%"
REACTOME_CILIUM_ASSEMBLY,REACTOME_CILIUM_ASSEMBLY,,200,0.32617515,1.2644467,0.18285714,0.37132457,1,4576,"tags=35%, list=22%, signal=45%"
SESTO_RESPONSE_TO_UV_C7,SESTO_RESPONSE_TO_UV_C7,,70,0.34668872,1.262517,0.18525897,0.37396064,1,3236,"tags=34%, list=16%, signal=41%"
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN,ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN,,117,0.34178007,1.2624847,0.16831683,0.37365255,1,5770,"tags=49%, list=28%, signal=67%"
REACTOME_ATTENUATION_PHASE,REACTOME_ATTENUATION_PHASE,,28,0.44727835,1.26244,0.19483101,0.37336195,1,2917,"tags=39%, list=14%, signal=46%"
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION,NOUZOVA_TRETINOIN_AND_H4_ACETYLATION,,134,0.33559096,1.2621539,0.17575757,0.37342143,1,4692,"tags=37%, list=23%, signal=48%"
NGO_MALIGNANT_GLIOMA_1P_LOH,NGO_MALIGNANT_GLIOMA_1P_LOH,,15,0.49197438,1.2619529,0.25201613,0.37337607,1,4899,"tags=53%, list=24%, signal=70%"
SHEPARD_BMYB_MORPHOLINO_UP,SHEPARD_BMYB_MORPHOLINO_UP,,212,0.26125732,1.2613596,0.087318085,0.37391186,1,2992,"tags=25%, list=15%, signal=29%"
REACTOME_INTRAFLAGELLAR_TRANSPORT,REACTOME_INTRAFLAGELLAR_TRANSPORT,,54,0.3809547,1.2609915,0.20736434,0.37410104,1,3784,"tags=35%, list=18%, signal=43%"
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2,SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2,,168,0.27320608,1.259988,0.1090535,0.37528116,1,2689,"tags=26%, list=13%, signal=29%"
JISON_SICKLE_CELL_DISEASE_UP,JISON_SICKLE_CELL_DISEASE_UP,,181,0.35424516,1.2596743,0.22135922,0.37541112,1,4546,"tags=41%, list=22%, signal=53%"
WILLERT_WNT_SIGNALING,WILLERT_WNT_SIGNALING,,22,0.39594895,1.2590622,0.178,0.37603846,1,1792,"tags=32%, list=9%, signal=35%"
REACTOME_METABOLISM_OF_COFACTORS,REACTOME_METABOLISM_OF_COFACTORS,,19,0.46768484,1.2589157,0.21556886,0.37587488,1,5037,"tags=47%, list=25%, signal=63%"
REACTOME_LDL_CLEARANCE,REACTOME_LDL_CLEARANCE,,19,0.43132332,1.2588714,0.17611337,0.37559262,1,3642,"tags=37%, list=18%, signal=45%"
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP,PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP,,131,0.3161828,1.2586688,0.16833667,0.37555313,1,954,"tags=22%, list=5%, signal=23%"
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,,55,0.36521414,1.2576274,0.21414538,0.37677428,1,2225,"tags=29%, list=11%, signal=33%"
WIELAND_UP_BY_HBV_INFECTION,WIELAND_UP_BY_HBV_INFECTION,,99,0.48651168,1.2570364,0.2945591,0.37732828,1,5362,"tags=57%, list=26%, signal=76%"
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,,44,0.4292744,1.2569436,0.2413088,0.37711927,1,3290,"tags=34%, list=16%, signal=41%"
SCIBETTA_KDM5B_TARGETS_UP,SCIBETTA_KDM5B_TARGETS_UP,,19,0.4254202,1.2561274,0.18879668,0.37799063,1,7089,"tags=63%, list=35%, signal=96%"
REACTOME_FERTILIZATION,REACTOME_FERTILIZATION,,25,0.38728145,1.2554002,0.15789473,0.37876272,1,5316,"tags=40%, list=26%, signal=54%"
IBRAHIM_NRF1_UP,IBRAHIM_NRF1_UP,,417,0.32721817,1.2547791,0.20124482,0.37935472,1,5122,"tags=40%, list=25%, signal=52%"
TOMLINS_METASTASIS_DN,TOMLINS_METASTASIS_DN,,20,0.44188407,1.254021,0.22986248,0.3801562,1,4294,"tags=40%, list=21%, signal=51%"
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,,50,0.36951193,1.2539538,0.17177914,0.37989596,1,2285,"tags=24%, list=11%, signal=27%"
XU_AKT1_TARGETS_6HR,XU_AKT1_TARGETS_6HR,,26,0.4611349,1.2538458,0.23800384,0.3796929,1,3722,"tags=42%, list=18%, signal=52%"
LU_TUMOR_VASCULATURE_UP,LU_TUMOR_VASCULATURE_UP,,29,0.4457413,1.2537128,0.23694779,0.37954828,1,5598,"tags=62%, list=27%, signal=85%"
NAGY_TFTC_COMPONENTS_HUMAN,NAGY_TFTC_COMPONENTS_HUMAN,,18,0.42208412,1.2536902,0.20980392,0.37924007,1,4601,"tags=50%, list=22%, signal=64%"
WP_IL_24_SIGNALING_PATHWAY,WP_IL_24_SIGNALING_PATHWAY,,230,0.27916643,1.2534233,0.13701431,0.37929374,1,4307,"tags=35%, list=21%, signal=44%"
TAKAO_RESPONSE_TO_UVB_RADIATION_UP,TAKAO_RESPONSE_TO_UVB_RADIATION_UP,,86,0.41541144,1.252372,0.25306123,0.38052586,1,2924,"tags=30%, list=14%, signal=35%"
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,,19,0.40457058,1.2521012,0.18902439,0.38058135,1,2030,"tags=26%, list=10%, signal=29%"
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP,FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP,,152,0.29878017,1.2514105,0.16176471,0.3812811,1,4040,"tags=33%, list=20%, signal=41%"
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,,44,0.37969884,1.2511891,0.21900827,0.38126716,1,2243,"tags=27%, list=11%, signal=31%"
PID_SYNDECAN_1_PATHWAY,PID_SYNDECAN_1_PATHWAY,,46,0.41542774,1.2511634,0.24688797,0.3809471,1,3558,"tags=41%, list=17%, signal=50%"
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP,MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP,,177,0.2727632,1.250356,0.13664596,0.38184172,1,3268,"tags=26%, list=16%, signal=31%"
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,,56,0.36214668,1.2501662,0.22067595,0.38175946,1,5096,"tags=43%, list=25%, signal=57%"
CHANDRAN_METASTASIS_UP,CHANDRAN_METASTASIS_UP,,202,0.3138003,1.2498647,0.2004008,0.3818877,1,3598,"tags=28%, list=18%, signal=34%"
DEMAGALHAES_AGING_DN,DEMAGALHAES_AGING_DN,,16,0.4516691,1.2497553,0.23265307,0.38169023,1,1553,"tags=38%, list=8%, signal=41%"
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN,GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN,,23,0.35195524,1.2490246,0.1625239,0.38241646,1,2802,"tags=30%, list=14%, signal=35%"
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,,36,0.43043482,1.2488371,0.23563218,0.38233566,1,5536,"tags=44%, list=27%, signal=61%"
GENTILE_RESPONSE_CLUSTER_D3,GENTILE_RESPONSE_CLUSTER_D3,,53,0.3620273,1.2480068,0.22593321,0.38324153,1,3686,"tags=38%, list=18%, signal=46%"
TONG_INTERACT_WITH_PTTG1,TONG_INTERACT_WITH_PTTG1,,57,0.37050396,1.2476118,0.22933884,0.38346386,1,4376,"tags=40%, list=21%, signal=51%"
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP,BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP,,36,0.34649292,1.2475095,0.19551934,0.38327253,1,3256,"tags=36%, list=16%, signal=43%"
WP_PARKINSON_39_S_DISEASE_PATHWAY,WP_PARKINSON_39_S_DISEASE_PATHWAY,,38,0.34646547,1.2473792,0.15778689,0.3831174,1,1606,"tags=21%, list=8%, signal=23%"
REACTOME_INTRA_GOLGI_TRAFFIC,REACTOME_INTRA_GOLGI_TRAFFIC,,44,0.36779913,1.2471479,0.20235756,0.38312054,1,2974,"tags=25%, list=14%, signal=29%"
WP_5Q35_COPY_NUMBER_VARIATION,WP_5Q35_COPY_NUMBER_VARIATION,,106,0.29921344,1.2471364,0.17088607,0.38278654,1,2800,"tags=28%, list=14%, signal=33%"
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_DN,HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_DN,,16,0.55240816,1.2465177,0.2781186,0.38341564,1,2844,"tags=44%, list=14%, signal=51%"
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION,WP_EUKARYOTIC_TRANSCRIPTION_INITIATION,,42,0.3688544,1.2460182,0.18934911,0.38385537,1,4959,"tags=36%, list=24%, signal=47%"
PID_P73PATHWAY,PID_P73PATHWAY,,79,0.29860276,1.2454159,0.14143427,0.38443458,1,1392,"tags=19%, list=7%, signal=20%"
PID_P75_NTR_PATHWAY,PID_P75_NTR_PATHWAY,,68,0.30649334,1.2454022,0.16297787,0.38411042,1,4634,"tags=38%, list=23%, signal=49%"
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,,71,0.33338025,1.2449658,0.15444015,0.38441736,1,3549,"tags=32%, list=17%, signal=39%"
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP,CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP,,162,0.3306342,1.244236,0.22700587,0.38513127,1,3469,"tags=33%, list=17%, signal=39%"
KIM_TIAL1_TARGETS,KIM_TIAL1_TARGETS,,31,0.42239353,1.2438517,0.20940171,0.3853639,1,4864,"tags=42%, list=24%, signal=55%"
KEGG_RIBOFLAVIN_METABOLISM,KEGG_RIBOFLAVIN_METABOLISM,,16,0.44793776,1.2435561,0.16798419,0.385475,1,4297,"tags=38%, list=21%, signal=47%"
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,,93,0.36308718,1.2434659,0.22244897,0.3852799,1,5772,"tags=48%, list=28%, signal=67%"
CHESLER_BRAIN_QTL_CIS,CHESLER_BRAIN_QTL_CIS,,72,0.30300242,1.242527,0.16297787,0.3863006,1,4831,"tags=44%, list=24%, signal=58%"
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,,26,0.38346675,1.2424306,0.19094488,0.38609618,1,2276,"tags=27%, list=11%, signal=30%"
PID_P53_REGULATION_PATHWAY,PID_P53_REGULATION_PATHWAY,,59,0.33273765,1.242383,0.18277311,0.38582575,1,4169,"tags=39%, list=20%, signal=49%"
MIKKELSEN_MCV6_LCP_WITH_H3K27ME3,MIKKELSEN_MCV6_LCP_WITH_H3K27ME3,,25,0.4059054,1.2420232,0.15811966,0.3860019,1,9387,"tags=68%, list=46%, signal=125%"
REACTOME_HSF1_ACTIVATION,REACTOME_HSF1_ACTIVATION,,31,0.42843664,1.2417562,0.21696253,0.3860611,1,2917,"tags=39%, list=14%, signal=45%"
ZHAN_EARLY_DIFFERENTIATION_GENES_DN,ZHAN_EARLY_DIFFERENTIATION_GENES_DN,,42,0.3708103,1.2417266,0.22828282,0.38575572,1,917,"tags=19%, list=4%, signal=20%"
MCCABE_HOXC6_TARGETS_CANCER_DN,MCCABE_HOXC6_TARGETS_CANCER_DN,,20,0.4089713,1.2412746,0.19681908,0.3861106,1,5488,"tags=50%, list=27%, signal=68%"
BILD_E2F3_ONCOGENIC_SIGNATURE,BILD_E2F3_ONCOGENIC_SIGNATURE,,242,0.2585621,1.2404172,0.10997964,0.3870712,1,4306,"tags=36%, list=21%, signal=45%"
THUM_MIR21_TARGETS_HEART_DISEASE_UP,THUM_MIR21_TARGETS_HEART_DISEASE_UP,,18,0.529056,1.2398348,0.28085107,0.3875686,1,1229,"tags=39%, list=6%, signal=41%"
WP_17P13_3_YWHAE_COPY_NUMBER_VARIATION,WP_17P13_3_YWHAE_COPY_NUMBER_VARIATION,,21,0.4062362,1.239834,0.19183673,0.38721976,1,2194,"tags=29%, list=11%, signal=32%"
DARWICHE_PAPILLOMA_RISK_LOW_UP,DARWICHE_PAPILLOMA_RISK_LOW_UP,,167,0.29500386,1.2390448,0.15062761,0.38805038,1,4649,"tags=33%, list=23%, signal=42%"
KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY,KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY,,23,0.43665668,1.2388132,0.21267894,0.3880552,1,4229,"tags=35%, list=21%, signal=44%"
SHEPARD_CRASH_AND_BURN_MUTANT_UP,SHEPARD_CRASH_AND_BURN_MUTANT_UP,,205,0.3019788,1.2386217,0.18589744,0.38798398,1,3842,"tags=32%, list=19%, signal=39%"
WP_APOPTOSIS_MODULATION_BY_HSP70,WP_APOPTOSIS_MODULATION_BY_HSP70,,19,0.41868675,1.2378978,0.21689059,0.3887542,1,5158,"tags=47%, list=25%, signal=63%"
REACTOME_COMPLEX_I_BIOGENESIS,REACTOME_COMPLEX_I_BIOGENESIS,,51,0.51531386,1.2376851,0.32101166,0.38874736,1,6432,"tags=65%, list=31%, signal=94%"
BROWNE_HCMV_INFECTION_2HR_DN,BROWNE_HCMV_INFECTION_2HR_DN,,48,0.33307427,1.2368023,0.18503937,0.38983786,1,986,"tags=21%, list=5%, signal=22%"
MACLACHLAN_BRCA1_TARGETS_UP,MACLACHLAN_BRCA1_TARGETS_UP,,21,0.450897,1.236741,0.21829522,0.38958803,1,4653,"tags=52%, list=23%, signal=68%"
KEGG_PURINE_METABOLISM,KEGG_PURINE_METABOLISM,,159,0.28816462,1.2362816,0.1391863,0.3899052,1,4040,"tags=31%, list=20%, signal=39%"
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,,102,0.3022808,1.2360294,0.1863354,0.3899132,1,4160,"tags=34%, list=20%, signal=43%"
STANELLE_E2F1_TARGETS,STANELLE_E2F1_TARGETS,,29,0.36159503,1.2359904,0.16232465,0.38961357,1,2694,"tags=34%, list=13%, signal=40%"
GEORGES_CELL_CYCLE_MIR192_TARGETS,GEORGES_CELL_CYCLE_MIR192_TARGETS,,62,0.40155417,1.2358739,0.26679462,0.3894436,1,2079,"tags=34%, list=10%, signal=38%"
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS,WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS,,15,0.4308134,1.2355866,0.20921305,0.38955462,1,3079,"tags=47%, list=15%, signal=55%"
KAAB_FAILED_HEART_ATRIUM_DN,KAAB_FAILED_HEART_ATRIUM_DN,,147,0.31230524,1.2355505,0.17580341,0.38925034,1,3909,"tags=38%, list=19%, signal=47%"
HILLION_HMGA1B_TARGETS,HILLION_HMGA1B_TARGETS,,86,0.3258111,1.2346807,0.1987315,0.39028764,1,4252,"tags=37%, list=21%, signal=47%"
WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS,,32,0.43413147,1.2336615,0.24,0.3914922,1,3589,"tags=47%, list=17%, signal=57%"
PID_HDAC_CLASSII_PATHWAY,PID_HDAC_CLASSII_PATHWAY,,34,0.32933357,1.2324271,0.175,0.39306527,1,3635,"tags=44%, list=18%, signal=54%"
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN,BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN,,117,0.40881833,1.2321558,0.28716904,0.39310277,1,5945,"tags=50%, list=29%, signal=71%"
REACTOME_HIV_TRANSCRIPTION_INITIATION,REACTOME_HIV_TRANSCRIPTION_INITIATION,,47,0.3573225,1.2317014,0.21568628,0.39343035,1,4166,"tags=34%, list=20%, signal=43%"
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP,OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP,,347,0.30151448,1.2314606,0.20502901,0.39343825,1,3752,"tags=31%, list=18%, signal=37%"
VANHARANTA_UTERINE_FIBROID_UP,VANHARANTA_UTERINE_FIBROID_UP,,44,0.36228743,1.2313101,0.23232323,0.3933337,1,2284,"tags=30%, list=11%, signal=33%"
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP,SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP,,48,0.37486586,1.230333,0.22774327,0.3944761,1,4971,"tags=46%, list=24%, signal=60%"
AUNG_GASTRIC_CANCER,AUNG_GASTRIC_CANCER,,51,0.29481736,1.22947,0.14052953,0.39545077,1,2493,"tags=27%, list=12%, signal=31%"
REACTOME_NEDDYLATION,REACTOME_NEDDYLATION,,245,0.32036218,1.2291225,0.20790021,0.3956455,1,3464,"tags=32%, list=17%, signal=38%"
POS_HISTAMINE_RESPONSE_NETWORK,POS_HISTAMINE_RESPONSE_NETWORK,,31,0.39444268,1.2290457,0.23360656,0.3954083,1,3236,"tags=35%, list=16%, signal=42%"
ZHOU_TNF_SIGNALING_30MIN,ZHOU_TNF_SIGNALING_30MIN,,51,0.3674306,1.2286474,0.22462203,0.3956549,1,4609,"tags=51%, list=22%, signal=66%"
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,,50,0.50374424,1.2282499,0.3201581,0.39590424,1,6520,"tags=64%, list=32%, signal=94%"
MOOTHA_VOXPHOS,MOOTHA_VOXPHOS,,87,0.49106178,1.2272977,0.32213438,0.39702037,1,6540,"tags=60%, list=32%, signal=87%"
WP_INTERLEUKIN_11_SIGNALING_PATHWAY,WP_INTERLEUKIN_11_SIGNALING_PATHWAY,,44,0.30364963,1.2272087,0.15851273,0.39679354,1,3006,"tags=30%, list=15%, signal=35%"
SAGIV_CD24_TARGETS_DN,SAGIV_CD24_TARGETS_DN,,45,0.38899425,1.2266376,0.23153692,0.3973045,1,4261,"tags=53%, list=21%, signal=67%"
REACTOME_RAS_PROCESSING,REACTOME_RAS_PROCESSING,,24,0.39638624,1.2264029,0.21782178,0.39733467,1,4671,"tags=42%, list=23%, signal=54%"
WP_CORI_CYCLE,WP_CORI_CYCLE,,17,0.51902413,1.2255257,0.2786177,0.39836004,1,5864,"tags=71%, list=29%, signal=99%"
MOSERLE_IFNA_RESPONSE,MOSERLE_IFNA_RESPONSE,,31,0.6065396,1.223951,0.34742647,0.4004337,1,4889,"tags=71%, list=24%, signal=93%"
SESTO_RESPONSE_TO_UV_C0,SESTO_RESPONSE_TO_UV_C0,,109,0.32274354,1.2229474,0.2306163,0.40160424,1,2917,"tags=29%, list=14%, signal=34%"
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,,56,0.3600244,1.2226294,0.21966527,0.40175766,1,2328,"tags=29%, list=11%, signal=32%"
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,,17,0.41832164,1.222405,0.23046875,0.4017515,1,3990,"tags=47%, list=19%, signal=58%"
WP_KLEEFSTRA_SYNDROME,WP_KLEEFSTRA_SYNDROME,,29,0.3852379,1.2215118,0.20967741,0.4028349,1,4113,"tags=41%, list=20%, signal=52%"
RICKMAN_METASTASIS_DN,RICKMAN_METASTASIS_DN,,256,0.33059886,1.2200083,0.23762377,0.40486982,1,3303,"tags=31%, list=16%, signal=37%"
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,,102,0.33222017,1.2196018,0.22064777,0.40514198,1,3123,"tags=30%, list=15%, signal=36%"
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,,43,0.35678768,1.2191663,0.22813688,0.4055258,1,2818,"tags=28%, list=14%, signal=32%"
SWEET_KRAS_TARGETS_DN,SWEET_KRAS_TARGETS_DN,,66,0.30180424,1.2188482,0.14822547,0.40567863,1,2877,"tags=26%, list=14%, signal=30%"
DEN_INTERACT_WITH_LCA5,DEN_INTERACT_WITH_LCA5,,26,0.44701213,1.2181897,0.28316832,0.40641057,1,2817,"tags=42%, list=14%, signal=49%"
